id,label,expiration_date,value,state
0481-JIDDP,0481-JIDDP,2023-08-31,20,0
0482-AREVB,0482-AREVB,2023-08-31,20,0
0483-ZOFVE,0483-ZOFVE,2023-08-31,20,0
0484-WISQY,0484-WISQY,2023-08-31,20,0
0485-YMCOE,0485-YMCOE,2023-08-31,20,0
0486-OWPPF,0486-OWPPF,2023-08-31,20,0
0487-ZVMEO,0487-ZVMEO,2023-08-31,20,0
0488-HOHZY,0488-HOHZY,2023-08-31,20,0
0489-NZSAL,0489-NZSAL,2023-08-31,20,0
0490-XXXCA,0490-XXXCA,2023-08-31,20,0
0491-XKRPH,0491-XKRPH,2023-08-31,20,0
0492-ZOYLU,0492-ZOYLU,2023-08-31,20,0
0493-HABVQ,0493-HABVQ,2023-08-31,20,0
0494-FXXSX,0494-FXXSX,2023-08-31,20,0
0495-EGOUY,0495-EGOUY,2023-08-31,20,0
0496-LKHYL,0496-LKHYL,2023-08-31,20,0
0497-BUPCE,0497-BUPCE,2023-08-31,20,0
0498-SNIOJ,0498-SNIOJ,2023-08-31,20,0
0499-QERTW,0499-QERTW,2023-08-31,20,0
0500-VJHFL,0500-VJHFL,2023-08-31,20,0
0501-YQARB,0501-YQARB,2023-08-31,20,0
0502-ZODBI,0502-ZODBI,2023-08-31,20,0
0503-KZONR,0503-KZONR,2023-08-31,20,0
0504-SCGGU,0504-SCGGU,2023-08-31,20,0
0505-PWNMN,0505-PWNMN,2023-08-31,20,0
0506-URTOK,0506-URTOK,2023-08-31,20,0
0507-ENSQI,0507-ENSQI,2023-08-31,20,0
0508-RMWKZ,0508-RMWKZ,2023-08-31,20,0
0509-OKXUL,0509-OKXUL,2023-08-31,20,0
0510-VVNUJ,0510-VVNUJ,2023-08-31,20,0
0511-XCQTF,0511-XCQTF,2023-08-31,20,0
0512-UTINN,0512-UTINN,2023-08-31,20,0
0513-JZDCR,0513-JZDCR,2023-08-31,20,0
0514-YVONG,0514-YVONG,2023-08-31,20,0
0515-BINRW,0515-BINRW,2023-08-31,20,0
0516-UQLSC,0516-UQLSC,2023-08-31,20,0
0517-GPSIA,0517-GPSIA,2023-08-31,20,0
0518-AJJHU,0518-AJJHU,2023-08-31,20,0
0519-HMUXM,0519-HMUXM,2023-08-31,20,0
0520-UEDSE,0520-UEDSE,2023-08-31,20,0
0521-HHNOA,0521-HHNOA,2023-08-31,20,0
0522-XPHLO,0522-XPHLO,2023-08-31,20,0
0523-SJMLU,0523-SJMLU,2023-08-31,20,0
0524-BYKYN,0524-BYKYN,2023-08-31,20,0
0525-EGIWB,0525-EGIWB,2023-08-31,20,0
0526-VKPYQ,0526-VKPYQ,2023-08-31,20,0
0527-WLDNV,0527-WLDNV,2023-08-31,20,0
0528-KTDVE,0528-KTDVE,2023-08-31,20,0
0529-LEKUV,0529-LEKUV,2023-08-31,20,0
0530-LPZYW,0530-LPZYW,2023-08-31,20,0
0531-FTUOB,0531-FTUOB,2023-08-31,20,0
0532-WDTJZ,0532-WDTJZ,2023-08-31,20,0
0533-KOMPL,0533-KOMPL,2023-08-31,20,0
0534-GCXTO,0534-GCXTO,2023-08-31,20,0
0535-LZJBH,0535-LZJBH,2023-08-31,20,0
0536-ZDQKP,0536-ZDQKP,2023-08-31,20,0
0537-OJDMA,0537-OJDMA,2023-08-31,20,0
0538-HQXUI,0538-HQXUI,2023-08-31,20,0
0539-HVXLI,0539-HVXLI,2023-08-31,20,0
0540-CHSLQ,0540-CHSLQ,2023-08-31,20,0
0541-KCHZY,0541-KCHZY,2023-08-31,20,0
0542-ODRLS,0542-ODRLS,2023-08-31,20,0
0543-QHHBH,0543-QHHBH,2023-08-31,20,0
0544-UNNEV,0544-UNNEV,2023-08-31,20,0
0545-YFZPS,0545-YFZPS,2023-08-31,20,0
0546-PZVQO,0546-PZVQO,2023-08-31,20,0
0547-NIXPJ,0547-NIXPJ,2023-08-31,20,0
0548-XAUUJ,0548-XAUUJ,2023-08-31,20,0
0549-TFYAC,0549-TFYAC,2023-08-31,20,0
0550-XYROF,0550-XYROF,2023-08-31,20,0
0551-JPKTV,0551-JPKTV,2023-08-31,20,0
0552-KZSFU,0552-KZSFU,2023-08-31,20,0
0553-MTWLO,0553-MTWLO,2023-08-31,20,0
0554-WHMGM,0554-WHMGM,2023-08-31,20,0
0555-XMCGZ,0555-XMCGZ,2023-08-31,20,0
0556-AVGKK,0556-AVGKK,2023-08-31,20,0
0557-AWMYI,0557-AWMYI,2023-08-31,20,0
0558-PGVFZ,0558-PGVFZ,2023-08-31,20,0
0559-YAOWH,0559-YAOWH,2023-08-31,20,0
0560-DCEDR,0560-DCEDR,2023-08-31,20,0
0561-TZRTH,0561-TZRTH,2023-08-31,20,0
0562-HMGAS,0562-HMGAS,2023-08-31,20,0
0563-TBUBU,0563-TBUBU,2023-08-31,20,0
0564-DDTNT,0564-DDTNT,2023-08-31,20,0
0565-ZAAJH,0565-ZAAJH,2023-08-31,20,0
0566-ORYCB,0566-ORYCB,2023-08-31,20,0
0567-NEJWM,0567-NEJWM,2023-08-31,20,0
0568-LPPGA,0568-LPPGA,2023-08-31,20,0
0569-SFOVE,0569-SFOVE,2023-08-31,20,0
0570-UGDEI,0570-UGDEI,2023-08-31,20,0
0571-JHMEH,0571-JHMEH,2023-08-31,20,0
0572-VBMLL,0572-VBMLL,2023-08-31,20,0
0573-MVRCJ,0573-MVRCJ,2023-08-31,20,0
0574-HQOVG,0574-HQOVG,2023-08-31,20,0
0575-PYBEU,0575-PYBEU,2023-08-31,20,0
0576-CUHFM,0576-CUHFM,2023-08-31,20,0
0577-LCYEL,0577-LCYEL,2023-08-31,20,0
0578-VQNJS,0578-VQNJS,2023-08-31,20,0
0579-QSOMZ,0579-QSOMZ,2023-08-31,20,0
0580-QMNXX,0580-QMNXX,2023-08-31,20,0
0581-ADMEA,0581-ADMEA,2023-08-31,20,0
0582-PEHZW,0582-PEHZW,2023-08-31,20,0
0583-JDNSR,0583-JDNSR,2023-08-31,20,0
0584-DSVHW,0584-DSVHW,2023-08-31,20,0
0585-PMDSB,0585-PMDSB,2023-08-31,20,0
0586-KLWIE,0586-KLWIE,2023-08-31,20,0
0587-MEHLJ,0587-MEHLJ,2023-08-31,20,0
0588-BKKEF,0588-BKKEF,2023-08-31,20,0
0589-JMNAP,0589-JMNAP,2023-08-31,20,0
0590-FDNRE,0590-FDNRE,2023-08-31,20,0
0591-KIAKY,0591-KIAKY,2023-08-31,20,0
0592-UNVIT,0592-UNVIT,2023-08-31,20,0
0593-TLANC,0593-TLANC,2023-08-31,20,0
0594-VMXHV,0594-VMXHV,2023-08-31,20,0
0595-BFSPJ,0595-BFSPJ,2023-08-31,20,0
0596-UYJKB,0596-UYJKB,2023-08-31,20,0
0597-ZJFJK,0597-ZJFJK,2023-08-31,20,0
0598-MRNJS,0598-MRNJS,2023-08-31,20,0
0599-OZNHT,0599-OZNHT,2023-08-31,20,0
0600-ZIJCJ,0600-ZIJCJ,2023-08-31,20,0
0601-JNCEN,0601-JNCEN,2023-08-31,20,0
0602-MFOXA,0602-MFOXA,2023-08-31,20,0
0603-LMGHW,0603-LMGHW,2023-08-31,20,0
0604-JUGOV,0604-JUGOV,2023-08-31,20,0
0605-KXTPI,0605-KXTPI,2023-08-31,20,0
0606-PFKVL,0606-PFKVL,2023-08-31,20,0
0607-BVTWZ,0607-BVTWZ,2023-08-31,20,0
0608-CGPMW,0608-CGPMW,2023-08-31,20,0
0609-TDPKM,0609-TDPKM,2023-08-31,20,0
0610-DGNAC,0610-DGNAC,2023-08-31,20,0
0611-KUQOU,0611-KUQOU,2023-08-31,20,0
0612-YZLWE,0612-YZLWE,2023-08-31,20,0
0613-LQXLC,0613-LQXLC,2023-08-31,20,0
0614-DSVLQ,0614-DSVLQ,2023-08-31,20,0
0615-EFWQG,0615-EFWQG,2023-08-31,20,0
0616-MAKRB,0616-MAKRB,2023-08-31,20,0
0617-CCGKN,0617-CCGKN,2023-08-31,20,0
0618-FVZPV,0618-FVZPV,2023-08-31,20,0
0619-ATBQI,0619-ATBQI,2023-08-31,20,0
0620-RIIIL,0620-RIIIL,2023-08-31,20,0
0621-BVEFW,0621-BVEFW,2023-08-31,20,0
0622-MRPRN,0622-MRPRN,2023-08-31,20,0
0623-GKKWH,0623-GKKWH,2023-08-31,20,0
0624-OYQLF,0624-OYQLF,2023-08-31,20,0
0625-RTOGE,0625-RTOGE,2023-08-31,20,0
0626-PCBOV,0626-PCBOV,2023-08-31,20,0
0627-PTYTK,0627-PTYTK,2023-08-31,20,0
0628-WXMZJ,0628-WXMZJ,2023-08-31,20,0
0629-OXWLT,0629-OXWLT,2023-08-31,20,0
0630-NGJLX,0630-NGJLX,2023-08-31,20,0
0631-NDCOZ,0631-NDCOZ,2023-08-31,20,0
0632-ECVWR,0632-ECVWR,2023-08-31,20,0
0633-PCHSX,0633-PCHSX,2023-08-31,20,0
0634-MIUFM,0634-MIUFM,2023-08-31,20,0
0635-YBDXG,0635-YBDXG,2023-08-31,20,0
0636-VGJNW,0636-VGJNW,2023-08-31,20,0
0637-VWRLI,0637-VWRLI,2023-08-31,20,0
0638-XTHZL,0638-XTHZL,2023-08-31,20,0
0639-UEUOQ,0639-UEUOQ,2023-08-31,20,0
0640-KZWKJ,0640-KZWKJ,2023-08-31,20,0
0641-CYUVW,0641-CYUVW,2023-08-31,20,0
0642-WCQWF,0642-WCQWF,2023-08-31,20,0
0643-RIPUY,0643-RIPUY,2023-08-31,20,0
0644-NEKXU,0644-NEKXU,2023-08-31,20,0
0645-VHNAZ,0645-VHNAZ,2023-08-31,20,0
0646-LMWPC,0646-LMWPC,2023-08-31,20,0
0647-HBPDP,0647-HBPDP,2023-08-31,20,0
0648-FHUSU,0648-FHUSU,2023-08-31,20,0
0649-CGGYW,0649-CGGYW,2023-08-31,20,0
0650-FLMDG,0650-FLMDG,2023-08-31,20,0
0651-ZGCYE,0651-ZGCYE,2023-08-31,20,0
0652-FTDAL,0652-FTDAL,2023-08-31,20,0
0653-VUTWI,0653-VUTWI,2023-08-31,20,0
0654-LLCAF,0654-LLCAF,2023-08-31,20,0
0655-PCHUH,0655-PCHUH,2023-08-31,20,0
0656-GJJAW,0656-GJJAW,2023-08-31,20,0
0657-EAXWJ,0657-EAXWJ,2023-08-31,20,0
0658-ORHSO,0658-ORHSO,2023-08-31,20,0
0659-LLMTO,0659-LLMTO,2023-08-31,20,0
0660-NHYZA,0660-NHYZA,2023-08-31,20,0
0661-AYRVB,0661-AYRVB,2023-08-31,20,0
0662-AGTOM,0662-AGTOM,2023-08-31,20,0
0663-PZKKJ,0663-PZKKJ,2023-08-31,20,0
0664-VSESC,0664-VSESC,2023-08-31,20,0
0665-IHDJN,0665-IHDJN,2023-08-31,20,0
0666-RJFMI,0666-RJFMI,2023-08-31,20,0
0667-QUSAT,0667-QUSAT,2023-08-31,20,0
0668-NARWH,0668-NARWH,2023-08-31,20,0
0669-NPJEN,0669-NPJEN,2023-08-31,20,0
0670-JXMHA,0670-JXMHA,2023-08-31,20,0
0671-VCQHJ,0671-VCQHJ,2023-08-31,20,0
0672-JPVWG,0672-JPVWG,2023-08-31,25,0
0673-FYYKG,0673-FYYKG,2023-08-31,25,0
0674-YIBDB,0674-YIBDB,2023-08-31,25,0
0675-RTQFM,0675-RTQFM,2023-08-31,25,0
0676-KTGZD,0676-KTGZD,2023-08-31,25,0
0677-VQPIB,0677-VQPIB,2023-08-31,25,0
0678-RCHSE,0678-RCHSE,2023-08-31,25,0
0679-APXXO,0679-APXXO,2023-08-31,25,0
0680-GBPJO,0680-GBPJO,2023-08-31,25,0
0681-SRJVS,0681-SRJVS,2023-08-31,25,0
0682-UGNMY,0682-UGNMY,2023-08-31,25,0
0683-DPAGN,0683-DPAGN,2023-08-31,25,0
0684-ZQCFX,0684-ZQCFX,2023-08-31,25,0
0685-UBOAQ,0685-UBOAQ,2023-08-31,25,0
0686-LSZJX,0686-LSZJX,2023-08-31,25,0
0687-YLEUS,0687-YLEUS,2023-08-31,25,0
0688-JZGUI,0688-JZGUI,2023-08-31,25,0
0689-HFIDS,0689-HFIDS,2023-08-31,25,0
0690-EZAJN,0690-EZAJN,2023-08-31,25,0
0691-WUNFS,0691-WUNFS,2023-08-31,25,0
0692-VNCXP,0692-VNCXP,2023-08-31,25,0
0693-ZAQBR,0693-ZAQBR,2023-08-31,25,0
0694-QIGNL,0694-QIGNL,2023-08-31,25,0
